id,pokemon_id,move_id
520,6,174
521,6,182
522,6,184
523,6,187
524,6,189
525,6,200
526,6,201
527,6,203
528,6,206
529,6,207
530,6,210
531,6,211
532,6,213
533,6,214
534,6,216
535,6,218
536,6,223
537,6,225
538,6,231
539,6,232
540,6,237
541,6,239
542,6,241
543,6,242
544,6,246
545,6,249
546,6,251
547,6,257
548,6,261
549,6,263
550,6,264
551,6,270
552,6,280
553,6,290
554,6,299
555,6,307
556,6,311
557,6,314
558,6,315
559,6,317
560,6,332
561,6,337
562,6,349
563,6,355
564,6,363
565,6,366
566,6,374
567,6,394
568,6,403
569,6,406
570,6,407
571,6,411
572,6,416
573,6,421
574,6,424
575,6,432
576,6,445
577,6,466
578,6,468
579,6,481
580,6,488
581,6,496
582,6,497
583,6,507
584,6,510
585,6,512
586,6,517
587,6,519
588,6,523
589,6,525
590,6,526
591,6,535
592,6,542
593,6,590
594,6,595
595,6,612
596,6,693
597,6,784
598,6,799
599,6,814
600,6,815
601,6,851
602,6,913
603,6,915
604,7,5
605,7,8
606,7,25
607,7,29
608,7,33
609,7,34
610,7,36
611,7,38
612,7,39
613,7,44
614,7,54
615,7,55
616,7,56
617,7,57
618,7,58
619,7,59
620,7,61
621,7,66
622,7,68
623,7,69
624,7,70
625,7,91
626,7,92
627,7,93
628,7,99
629,7,102
630,7,104
631,7,110
632,7,111
633,7,114
634,7,115
635,7,117
636,7,127
637,7,130
638,7,145
639,7,156
640,7,157
641,7,164
642,7,173
643,7,174
644,7,175
645,7,182
646,7,189
647,7,193
648,7,196
649,7,200
650,7,203
651,7,205
652,7,206
653,7,207
654,7,213
655,7,214
656,7,216
657,7,218
658,7,223
659,7,229
660,7,231
661,7,237
662,7,240
663,7,243
664,7,249
665,7,250
666,7,252
667,7,258
668,7,263
669,7,264
670,7,266
671,7,270
672,7,280
673,7,281
674,7,287
675,7,290
676,7,291
677,7,300
678,7,311
679,7,317
680,7,323
681,7,330
682,7,334
683,7,341
684,7,352
685,7,360
686,7,362
687,7,363
688,7,374
689,7,392
690,7,396
691,7,401
692,7,406
693,7,428
694,7,445
695,7,453
696,7,496
697,7,503
698,7,504
699,7,518
700,7,526
701,7,590
702,7,612
703,7,710
704,7,791
705,7,812
706,7,834
707,7,851
708,7,861
709,7,886
710,8,5
711,8,8
712,8,25
713,8,29
714,8,33
715,8,34
716,8,36
717,8,38
718,8,39
719,8,44
720,8,54
721,8,55
722,8,56
723,8,57
724,8,58
725,8,59
726,8,61
727,8,66
728,8,68
729,8,69
730,8,70
731,8,91
732,8,92
733,8,99
734,8,102
735,8,104
736,8,110
737,8,111
738,8,114
739,8,115
740,8,117
741,8,127
742,8,130
743,8,145
744,8,156
745,8,157
746,8,164
747,8,173
748,8,174
749,8,175
750,8,182
751,8,189
752,8,196
753,8,200
754,8,203
755,8,205
756,8,206
757,8,207
758,8,213
759,8,214
760,8,216
761,8,218
762,8,223
763,8,229
764,8,231
765,8,237
766,8,240
767,8,243
768,8,249
769,8,250
770,8,252
771,8,258
772,8,263
773,8,264
774,8,270
775,8,280
776,8,281
777,8,290
778,8,291
779,8,311
780,8,317
781,8,323
782,8,330
783,8,334
784,8,341
785,8,352
786,8,360
787,8,362
788,8,363
789,8,374
790,8,392
791,8,396
792,8,401
793,8,406
794,8,428
795,8,445
796,8,453
797,8,496
798,8,503
799,8,504
800,8,518
801,8,526
802,8,590
803,8,612
804,8,710
805,8,791
806,8,812
807,8,834
808,8,851
809,8,861
810,8,886
811,9,5
812,9,8
813,9,25
814,9,29
815,9,33
816,9,34
817,9,36
818,9,38
819,9,39
820,9,44
821,9,46
822,9,54
823,9,55
824,9,56
825,9,57
826,9,58
827,9,59
828,9,61
829,9,63
830,9,66
831,9,68
832,9,69
833,9,70
834,9,89
835,9,90
836,9,91
837,9,92
838,9,99
839,9,102
840,9,104
841,9,110
842,9,111
843,9,114
844,9,115
845,9,117
846,9,127
847,9,130
848,9,145
849,9,156
850,9,157
851,9,164
852,9,173
853,9,174
854,9,175
855,9,182
856,9,184
857,9,189
858,9,196
859,9,200
860,9,203
861,9,205
862,9,206
863,9,207
864,9,213
865,9,214
866,9,216
867,9,218
868,9,223
869,9,229
870,9,231
871,9,237
872,9,240
873,9,242
874,9,243
875,9,249
876,9,250
877,9,252
878,9,258
879,9,263
880,9,264
881,9,270
882,9,280
883,9,281
884,9,290
885,9,291
886,9,308
887,9,311
888,9,317
889,9,323
890,9,324
891,9,330
892,9,334
893,9,341
894,9,352
895,9,360
896,9,362
897,9,363
898,9,374
899,9,392
900,9,396
901,9,399
902,9,401
903,9,406
904,9,411
905,9,416
906,9,419
907,9,428
908,9,430
909,9,431
910,9,445
911,9,453
912,9,479
913,9,496
914,9,503
915,9,504
916,9,518
917,9,523
918,9,525
919,9,526
920,9,590
921,9,612
922,9,710
923,9,776
924,9,791
925,9,805
926,9,812
927,9,834
928,9,851
929,9,861
930,9,886
931,10,33
932,10,81
933,10,173
934,10,450
935,10,527
936,11,81
937,11,106
938,11,334
939,11,450
940,11,527
941,12,13
942,12,16
943,12,18
944,12,29
945,12,33
946,12,36
947,12,38
948,12,48
949,12,60
950,12,63
951,12,72
952,12,76
953,12,77
954,12,78
955,12,79
956,12,81
957,12,92
958,12,93
959,12,94
960,12,99
961,12,100
962,12,102
963,12,104
964,12,106
965,12,115
966,12,117
967,12,129
968,12,138
969,12,148
970,12,149
971,12,156
972,12,164
973,12,168
974,12,171
975,12,173
976,12,174
977,12,182
978,12,202
979,12,203
980,12,207
981,12,213
982,12,214
983,12,216
984,12,218
985,12,219
986,12,226
987,12,230
988,12,237
989,12,239
990,12,240
991,12,241
992,12,244
993,12,247
994,12,263
995,12,285
996,12,290
997,12,314
998,12,318
999,12,324
1000,12,332
1001,12,334
1002,12,355
1003,12,363
1004,12,366
1005,12,369
1006,12,403
1007,12,405
1008,12,412
1009,12,416
1010,12,432
1011,12,445
1012,12,450
1013,12,466
1014,12,474
1015,12,476
1016,12,483
1017,12,496
1018,12,512
1019,12,522
1020,12,527
1021,12,542
1022,12,577
1023,12,590
1024,12,611
1025,12,676
1026,12,814
1027,13,40
1028,13,81
1029,13,450
1030,13,527
1031,14,81
1032,14,106
1033,14,334
1034,14,450
1035,14,527
1036,15,14
1037,15,15
1038,15,29
1039,15,31
1040,15,36
1041,15,38
1042,15,40
1043,15,41
1044,15,42
1045,15,63
1046,15,64
1047,15,72
1048,15,76
1049,15,81
1050,15,92
1051,15,97
1052,15,99
1053,15,102
1054,15,104
1055,15,106
1056,15,115
1057,15,116
1058,15,117
1059,15,129
1060,15,130
1061,15,148
1062,15,156
1063,15,164
1064,15,168
1065,15,173
1066,15,174
1067,15,182
1068,15,188
1069,15,200
1070,15,202
1071,15,203
1072,15,206
1073,15,207
1074,15,210
1075,15,213
1076,15,214
1077,15,216
1078,15,218
1079,15,228
1080,15,230
1081,15,237
1082,15,241
1083,15,249
1084,15,263
1085,15,280
1086,15,282
1087,15,283
1088,15,290
1089,15,314
1090,15,318
1091,15,332
1092,15,355
1093,15,363
1094,15,366
1095,15,369
1096,15,371
1097,15,372
1098,15,390
1099,15,398
1100,15,404
1101,15,416
1102,15,432
1103,15,445
1104,15,450
1105,15,466
1106,15,474
1107,15,496
1108,15,512
1109,15,522
1110,15,527
1111,15,529
1112,15,565
1113,15,590
1114,15,611
1115,15,673
1116,15,675
1117,15,693
1118,16,13
1119,16,16
1120,16,17
1121,16,18
1122,16,19
1123,16,28
1124,16,29
1125,16,33
1126,16,36
1127,16,38
1128,16,92
1129,16,97
1130,16,98
1131,16,99
1132,16,102
1133,16,104
1134,16,115
1135,16,117
1136,16,119
1137,16,129
1138,16,143
1139,16,156
1140,16,164
1141,16,168
1142,16,173
1143,16,174
1144,16,182
1145,16,185
1146,16,189
1147,16,193
1148,16,197
1149,16,203
1150,16,207
1151,16,211
1152,16,213
1153,16,214
1154,16,216
1155,16,218
1156,16,228
1157,16,237
1158,16,239
1159,16,240
1160,16,241
1161,16,253
1162,16,257
1163,16,263
1164,16,290
1165,16,297
1166,16,314
1167,16,332
1168,16,355
1169,16,363
1170,16,365
1171,16,366
1172,16,369
1173,16,403
1174,16,413
1175,16,432
1176,16,445
1177,16,466
1178,16,496
1179,16,526
1180,16,542
1181,16,590
1182,17,13
1183,17,16
1184,17,17
1185,17,18
1186,17,19
1187,17,28
1188,17,29
1189,17,33
1190,17,36
1191,17,38
1192,17,92
1193,17,97
1194,17,98
1195,17,99
1196,17,102
1197,17,104
1198,17,115
1199,17,117
1200,17,119
1201,17,129
1202,17,143
1203,17,156
1204,17,164
1205,17,168
1206,17,173
1207,17,174
1208,17,182
1209,17,189
1210,17,197
1211,17,203
1212,17,207
1213,17,211
1214,17,213
1215,17,214
1216,17,216
1217,17,218
1218,17,237
1219,17,239
1220,17,240
1221,17,241
1222,17,253
1223,17,257
1224,17,263
1225,17,290
1226,17,297
1227,17,314
1228,17,332
1229,17,355
1230,17,363
1231,17,365
1232,17,366
1233,17,369
1234,17,403
1235,17,432
1236,17,445
1237,17,466
1238,17,496
1239,17,526
1240,17,542
1241,17,590
1242,18,13
1243,18,16
1244,18,17
1245,18,18
1246,18,19
1247,18,28
1248,18,29
1249,18,33
1250,18,36
1251,18,38
1252,18,63
1253,18,92
1254,18,97
1255,18,98
1256,18,99
1257,18,102
1258,18,104
1259,18,115
1260,18,117
1261,18,119
1262,18,129
1263,18,143
1264,18,156
1265,18,164
1266,18,168
1267,18,173
1268,18,174
1269,18,182
1270,18,189
1271,18,197
1272,18,203
1273,18,207
1274,18,211
1275,18,213
1276,18,214
1277,18,216
1278,18,218
1279,18,237
1280,18,239
1281,18,240
1282,18,241
1283,18,253
1284,18,257
1285,18,263
1286,18,290
1287,18,297
1288,18,314
1289,18,332
1290,18,355
1291,18,363
1292,18,365
1293,18,366
1294,18,369
1295,18,403
1296,18,416
1297,18,432
1298,18,445
1299,18,466
1300,18,496
1301,18,526
1302,18,542
1303,18,590
1304,18,673
1305,19,15
1306,19,29
1307,19,33
1308,19,34
1309,19,36
1310,19,38
1311,19,39
1312,19,44
1313,19,55
1314,19,58
1315,19,59
1316,19,61
1317,19,68
1318,19,85
1319,19,86
1320,19,87
1321,19,91
1322,19,92
1323,19,98
1324,19,99
1325,19,102
1326,19,103
1327,19,104
1328,19,111
1329,19,116
1330,19,117
1331,19,129
1332,19,130
1333,19,154
1334,19,156
1335,19,158
1336,19,162
1337,19,164
1338,19,168
1339,19,172
1340,19,173
1341,19,174
1342,19,179
1343,19,182
1344,19,188
1345,19,189
1346,19,196
1347,19,203
1348,19,207
1349,19,213
1350,19,214
1351,19,216
1352,19,218
1353,19,228
1354,19,231
1355,19,237
1356,19,240
1357,19,241
1358,19,242
1359,19,247
1360,19,249
1361,19,253
1362,19,263
1363,19,269
1364,19,279
1365,19,283
1366,19,290
1367,19,343
1368,19,351
1369,19,363
1370,19,365
1371,19,369
1372,19,372
1373,19,382
1374,19,387
1375,19,389
1376,19,428
1377,19,445
1378,19,447
1379,19,451
1380,19,496
1381,19,514
1382,19,515
1383,19,526
1384,19,528
1385,19,590
1386,19,673
1387,20,14
1388,20,15
1389,20,29
1390,20,33
1391,20,34
1392,20,36
1393,20,38
1394,20,39
1395,20,44
1396,20,46
1397,20,55
1398,20,58
1399,20,59
1400,20,61
1401,20,63
1402,20,68
1403,20,70
1404,20,85
1405,20,86
1406,20,87
1407,20,91
1408,20,92
1409,20,98
1410,20,99
1411,20,102
1412,20,104
1413,20,111
1414,20,116
1415,20,117
1416,20,129
1417,20,130
1418,20,154
1419,20,156
1420,20,158
1421,20,162
1422,20,164
1423,20,168
1424,20,173
1425,20,174
1426,20,182
1427,20,184
1428,20,188
1429,20,189
1430,20,196
1431,20,203
1432,20,207
1433,20,213
1434,20,214
1435,20,216
1436,20,218
1437,20,228
1438,20,231
1439,20,237
1440,20,240
1441,20,241
1442,20,242
1443,20,247
1444,20,249
1445,20,253
1446,20,263
1447,20,269
1448,20,283
1449,20,290
1450,20,343
1451,20,351
1452,20,363
1453,20,365
1454,20,369
1455,20,372
1456,20,387
1457,20,389
1458,20,416
1459,20,428
1460,20,445
1461,20,447
1462,20,451
1463,20,496
1464,20,514
1465,20,526
1466,20,528
1467,20,590
1468,20,673
1469,20,675
1470,20,707
1471,21,13
1472,21,17
1473,21,18
1474,21,19
1475,21,29
1476,21,31
1477,21,36
1478,21,38
1479,21,43
1480,21,45
1481,21,64
1482,21,65
1483,21,92
1484,21,97
1485,21,98
1486,21,99
1487,21,102
1488,21,104
1489,21,116
1490,21,117
1491,21,119
1492,21,129
1493,21,143
1494,21,156
1495,21,161
1496,21,164
1497,21,168
1498,21,173
1499,21,174
1500,21,182
1501,21,184
1502,21,185
1503,21,189
1504,21,197
1505,21,203
1506,21,206
1507,21,207
1508,21,211
1509,21,213
1510,21,214
1511,21,216
1512,21,218
1513,21,228
1514,21,237
1515,21,239
1516,21,240
1517,21,241
1518,21,253
1519,21,257
1520,21,263
1521,21,290
1522,21,297
1523,21,310
1524,21,314
1525,21,332
1526,21,355
1527,21,363
1528,21,365
1529,21,366
1530,21,369
1531,21,372
1532,21,432
1533,21,445
1534,21,466
1535,21,496
1536,21,497
1537,21,526
1538,21,529
1539,21,590
1540,22,13
1541,22,17
1542,22,18
1543,22,19
1544,22,29
1545,22,31
1546,22,36
1547,22,38
1548,22,43
1549,22,45
1550,22,63
1551,22,64
1552,22,65
1553,22,92
1554,22,97
1555,22,98
1556,22,99
1557,22,102
1558,22,104
1559,22,116
1560,22,117
1561,22,119
1562,22,129
1563,22,143
1564,22,156
1565,22,161
1566,22,164
1567,22,168
1568,22,173
1569,22,174
1570,22,182
1571,22,189
1572,22,197
1573,22,203
1574,22,206
1575,22,207
1576,22,211
1577,22,213
1578,22,214
1579,22,216
1580,22,218
1581,22,228
1582,22,237
1583,22,239
1584,22,240
1585,22,241
1586,22,253
1587,22,257
1588,22,263
1589,22,290
1590,22,314
1591,22,332
1592,22,355
1593,22,363
1594,22,365
1595,22,366
1596,22,369
1597,22,372
1598,22,416
1599,22,432
1600,22,445
1601,22,466
1602,22,496
1603,22,497
1604,22,526
1605,22,529
1606,22,590
1607,22,673
1608,22,675
1609,23,20
1610,23,21
1611,23,29
1612,23,34
1613,23,35
1614,23,36
1615,23,38
1616,23,40
1617,23,43
1618,23,44
1619,23,50
1620,23,51
1621,23,70
1622,23,72
1623,23,89
1624,23,90
1625,23,91
1626,23,92
1627,23,99
1628,23,102
1629,23,103
1630,23,104
1631,23,114
1632,23,117
1633,23,130
1634,23,137
1635,23,141
1636,23,156
1637,23,157
1638,23,164
1639,23,168
1640,23,173
1641,23,174
1642,23,180
1643,23,182
1644,23,184
1645,23,188
1646,23,189
1647,23,202
1648,23,203
1649,23,207
1650,23,213
1651,23,214
1652,23,216
1653,23,218
1654,23,228
1655,23,231
1656,23,237
1657,23,240
1658,23,241
1659,23,242
1660,23,251
1661,23,254
1662,23,255
1663,23,256
1664,23,259
1665,23,263
1666,23,282
1667,23,289
1668,23,290
1669,23,305
1670,23,317
1671,23,341
1672,23,342
1673,23,363
1674,23,371
1675,23,380
1676,23,389
1677,23,390
1678,23,398
1679,23,399
1680,23,401
1681,23,402
1682,23,415
1683,23,424
1684,23,426
1685,23,441
1686,23,445
1687,23,474
1688,23,482
1689,23,489
1690,23,491
1691,23,496
1692,23,523
1693,23,555
1694,23,562
1695,23,590
1696,23,611
1697,23,693
1698,23,706
1699,23,799
1700,23,806
1701,23,808
1702,23,851
1703,23,885
1704,24,20
1705,24,21
1706,24,29
1707,24,34
1708,24,35
1709,24,36
1710,24,38
1711,24,40
1712,24,43
1713,24,44
1714,24,51
1715,24,63
1716,24,70
1717,24,72
1718,24,89
1719,24,90
1720,24,91
1721,24,92
1722,24,99
1723,24,102
1724,24,103
1725,24,104
1726,24,114
1727,24,117
1728,24,130
1729,24,137
1730,24,141
1731,24,156
1732,24,157
1733,24,164
1734,24,168
1735,24,173
1736,24,174
1737,24,180
1738,24,182
1739,24,184
1740,24,188
1741,24,189
1742,24,202
1743,24,203
1744,24,207
1745,24,213
1746,24,214
1747,24,216
1748,24,218
1749,24,220
1750,24,231
1751,24,237
1752,24,240
1753,24,241
1754,24,242
1755,24,254
1756,24,255
1757,24,256
1758,24,259
1759,24,263
1760,24,282
1761,24,289
1762,24,290
1763,24,305
1764,24,317
1765,24,341
1766,24,342
1767,24,363
1768,24,371
1769,24,380
1770,24,389
1771,24,390
1772,24,398
1773,24,399
1774,24,401
1775,24,402
1776,24,415
1777,24,416
1778,24,422
1779,24,423
1780,24,424
1781,24,426
1782,24,441
1783,24,445
1784,24,474
1785,24,482
1786,24,489
1787,24,491
1788,24,496
1789,24,523
1790,24,525
1791,24,555
1792,24,562
1793,24,590
1794,24,611
1795,24,675
1796,24,693
1797,24,706
1798,24,707
1799,24,784
1800,24,799
1801,24,806
1802,24,808
1803,24,851
1804,24,885
1805,25,5
1806,25,6
1807,25,9
1808,25,21
1809,25,24
1810,25,25
1811,25,29
1812,25,34
1813,25,36
1814,25,38
1815,25,39
1816,25,45
1817,25,57
1818,25,66
1819,25,68
1820,25,69
1821,25,70
1822,25,84
1823,25,85
1824,25,86
1825,25,87
1826,25,91
1827,25,92
1828,25,97
1829,25,98
1830,25,99
1831,25,102
1832,25,104
1833,25,111
1834,25,113
1835,25,115
1836,25,117
1837,25,129
1838,25,130
1839,25,148
1840,25,156
1841,25,164
1842,25,168
1843,25,173
1844,25,174
1845,25,179
1846,25,182
1847,25,186
1848,25,189
1849,25,192
1850,25,197
1851,25,203
1852,25,204
1853,25,205
1854,25,207
1855,25,209
1856,25,213
1857,25,214
1858,25,216
1859,25,218
1860,25,223
1861,25,227
1862,25,231
1863,25,237
1864,25,240
1865,25,249
1866,25,253
1867,25,263
1868,25,264
1869,25,268
1870,25,270
1871,25,280
1872,25,282
1873,25,283
1874,25,290
1875,25,313
1876,25,324
1877,25,343
1878,25,344
1879,25,347
1880,25,351
1881,25,363
1882,25,364
1883,25,374
1884,25,393
1885,25,417
1886,25,435
1887,25,445
1888,25,447
1889,25,451
1890,25,486
1891,25,496
1892,25,497
1893,25,521
1894,25,527
1895,25,528
1896,25,574
1897,25,577
1898,25,583
1899,25,589
1900,25,590
1901,25,598
1902,25,604
1903,25,609
1904,25,673
1905,25,804
1906,25,851
1907,25,885
1908,25,914
1909,25,918
1910,26,5
1911,26,6
1912,26,9
1913,26,21
1914,26,25
1915,26,29
1916,26,34
1917,26,36
1918,26,38
1919,26,39
1920,26,45
1921,26,57
1922,26,63
1923,26,66
1924,26,68
1925,26,69
1926,26,70
1927,26,84
1928,26,85
1929,26,86
1930,26,87
1931,26,91
1932,26,92
1933,26,97
1934,26,98
1935,26,99
1936,26,102
1937,26,104
1938,26,111
1939,26,113
1940,26,115
1941,26,117
1942,26,129
1943,26,130
1944,26,148
1945,26,156
1946,26,164
1947,26,168
1948,26,173
1949,26,174
1950,26,179
1951,26,182
1952,26,186
1953,26,189
1954,26,192
1955,26,197
1956,26,203
1957,26,204
1958,26,205
1959,26,207
1960,26,209
1961,26,213
1962,26,214
1963,26,216
1964,26,218
1965,26,219
1966,26,223
1967,26,227
1968,26,231
1969,26,237
1970,26,240
1971,26,249
1972,26,252
1973,26,253
1974,26,263
1975,26,264
1976,26,268
1977,26,270
1978,26,280
1979,26,282
1980,26,283
1981,26,290
1982,26,324
1983,26,343
1984,26,347
1985,26,351
1986,26,363
1987,26,364
1988,26,374
1989,26,393
1990,26,411
1991,26,416
1992,26,417
1993,26,435
1994,26,445
1995,26,447
1996,26,451
1997,26,486
1998,26,496
1999,26,497
2000,26,521
2001,26,527
2002,26,528
2003,26,574
2004,26,577
2005,26,583
2006,26,589
2007,26,590
2008,26,598
2009,26,604
2010,26,609
2011,26,673
2012,26,683
2013,26,693
2014,26,804
2015,26,851
2016,26,885
2017,26,914
2018,26,918
2019,27,10
2020,27,14
2021,27,15
2022,27,28
2023,27,29
2024,27,34
2025,27,36
2026,27,38
2027,27,40
2028,27,66
2029,27,67
2030,27,68
2031,27,69
2032,27,70
2033,27,89
2034,27,90
2035,27,91
2036,27,92
2037,27,97
2038,27,99
2039,27,102
2040,27,104
2041,27,111
2042,27,117
2043,27,129
2044,27,130
2045,27,133
2046,27,141
2047,27,154
2048,27,156
2049,27,157
2050,27,162
2051,27,163
2052,27,164
2053,27,168
2054,27,173
2055,27,174
2056,27,175
2057,27,182
2058,27,189
2059,27,191
2060,27,197
2061,27,201
2062,27,203
2063,27,205
2064,27,206
2065,27,207
2066,27,210
2067,27,213
2068,27,214
2069,27,216
2070,27,218
2071,27,219
2072,27,222
2073,27,223
2074,27,229
2075,27,231
2076,27,232
2077,27,237
2078,27,241
2079,27,249
2080,27,263
2081,27,264
2082,27,280
2083,27,282
2084,27,283
2085,27,290
2086,27,306
2087,27,317
2088,27,328
2089,27,332
2090,27,341
2091,27,343
2092,27,360
2093,27,363
2094,27,374
2095,27,398
2096,27,400
2097,27,404
2098,27,414
2099,27,421
2100,27,431
2101,27,444
2102,27,445
2103,27,446
2104,27,468
2105,27,479
2106,27,496
2107,27,498
2108,27,523
2109,27,526
2110,27,563
2111,27,590
2112,27,667
2113,27,675
2114,27,707
2115,27,798
2116,27,815
2117,27,851
2118,28,10
2119,28,14
2120,28,15
2121,28,28
2122,28,29
2123,28,34
2124,28,36
2125,28,38
2126,28,40
2127,28,42
2128,28,63
2129,28,66
2130,28,67
2131,28,68
2132,28,69
2133,28,70
2134,28,89
2135,28,90
2136,28,91
2137,28,92
2138,28,97
